game_id,commence_time,in_play,bookmaker,last_update,home_team,away_team,market,label,description,price,point
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,BetMGM,10/30/2025,New England Patriots,Atlanta Falcons,totals,Under,,-110,45
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,Bovada,10/30/2025,New England Patriots,Atlanta Falcons,h2h,Atlanta Falcons,,205,
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,Bovada,10/30/2025,New England Patriots,Atlanta Falcons,h2h,New England Patriots,,-245,
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,Bovada,10/30/2025,New England Patriots,Atlanta Falcons,spreads,Atlanta Falcons,,-110,5.5
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,Bovada,10/30/2025,New England Patriots,Atlanta Falcons,spreads,New England Patriots,,-110,-5.5
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,Bovada,10/30/2025,New England Patriots,Atlanta Falcons,totals,Over,,-110,45
6dd3b8a705ed0db85d59fa19b9062cc8,11/2/2025,FALSE,Bovada,10/30/2025,New England Patriots,Atlanta Falcons,totals,Under,,-110,45
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,DraftKings,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,700,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,DraftKings,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-1100,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,DraftKings,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-115,13.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,DraftKings,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-105,-13.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,DraftKings,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-105,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,DraftKings,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-115,44.5
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetUS,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,550,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetUS,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-800,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetUS,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-110,13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetUS,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Green Bay Packers,,-110,-13
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetUS,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Over,,-110,44
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,BetUS,10/30/2025,Green Bay Packers,Carolina Panthers,totals,Under,,-110,44
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,FanDuel,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Carolina Panthers,,700,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,FanDuel,10/30/2025,Green Bay Packers,Carolina Panthers,h2h,Green Bay Packers,,-1100,
6031b513e188fc19a2311499566c9258,11/2/2025,FALSE,FanDuel,10/30/2025,Green Bay Packers,Carolina Panthers,spreads,Carolina Panthers,,-108,13.5
